,true_lengths,gen_lengths
7425,7.2117,7.3089
7426,7.2117,7.3089
7427,7.2117,7.3089
7428,3.2258,3.4043
7429,3.6215,3.493
7430,7.0371,7.0373
7431,6.3746,6.3891
7432,6.3746,6.3891
7433,6.3746,6.3891
7434,7.2332,7.2908
7435,7.2332,7.2908
7436,7.2332,7.2908
7437,6.9364,6.9451
7438,6.9364,6.9451
7439,6.9364,6.9451
7440,5.3144,5.3219
7441,5.3144,5.3219
7442,11.8681,11.615
7443,2.8165,2.7952
7444,2.8165,2.7952
7445,9.0851,9.1371
7446,3.2016,3.2227
7447,3.2016,3.2227
7448,5.6656,5.593
7449,7.5517,7.4981
7450,3.6786,3.6883
7451,15.739,15.6435
7452,5.4981,5.5591
7453,5.4981,5.5591
7454,6.8558,6.6162
7455,7.5334,7.5994
7456,7.5334,7.5994
7457,7.5334,7.5994
7458,3.2607,3.1339
7459,4.2282,4.1723
7460,6.2618,6.4951
7461,7.2085,7.2017
7462,7.2085,7.2017
7463,7.2085,7.2017
7464,3.3291,3.311
7465,4.7908,4.7844
7466,9.3864,9.4318
7467,2.9451,2.9418
7468,2.9451,2.9418
7469,29.8407,29.7098
7470,7.3776,7.4608
7471,7.3776,7.4608
7472,7.3776,7.4608
7473,3.1178,3.06
7474,3.1178,3.06
7475,21.2259,21.997
7476,9.1143,9.3235
7477,2.6754,2.6905
7478,6.0093,5.8741
7479,4.0101,4.2422
7480,4.0101,4.2422
7481,11.5257,10.8364
7482,3.5619,3.5493
7483,4.77,4.8078
7484,12.5456,12.1337
7485,4.4039,4.5375
7486,4.4039,4.5375
7487,7.1529,6.862
7488,7.689,7.942
7489,7.689,7.942
7490,7.689,7.942
7491,4.4029,4.3329
7492,4.8365,4.9551
7493,6.4888,6.5754
7494,4.5606,4.6052
7495,27.0057,26.9411
7496,4.5539,4.6346
7497,4.0224,3.9852
7498,5.0531,5.1719
7499,10.2476,10.1259
7500,7.2743,6.9249
7501,7.2743,6.9249
7502,7.2743,6.9249
7503,3.387,3.3829
7504,3.387,3.3829
7505,8.421,8.4704
7506,6.4383,6.3633
7507,6.4383,6.3633
7508,6.4383,6.3633
7509,7.1333,7.1623
7510,7.1333,7.1623
7511,7.1333,7.1623
7512,4.7797,5.0284
7513,4.7797,5.0284
7514,3.5259,3.2431
7515,6.2928,6.3769
7516,6.2928,6.3769
7517,6.2928,6.3769
7518,2.9864,2.7977
7519,3.3414,3.3374
7520,5.3681,5.5672
7521,8.119,8.1007
7522,8.119,8.1007
7523,8.119,8.1007
7524,4.276,4.5429
7525,6.7299,6.648
7526,7.0197,6.8899
7527,4.0962,3.7215
7528,4.0962,3.7215
7529,6.3784,7.6826
7530,6.6791,6.671
7531,6.6791,6.671
7532,12.156,12.2733
7533,3.7554,3.9395
7534,3.7554,3.9395
7535,11.4444,10.4895
7536,6.8316,6.8252
7537,6.8316,6.8252
7538,6.8316,6.8252
7539,7.8252,7.8499
7540,7.8252,7.8499
7541,7.8252,7.8499
7542,3.3666,3.3969
7543,3.3666,3.3969
7544,3.5223,3.4855
7545,7.692,7.7374
7546,7.692,7.7374
7547,7.692,7.7374
7548,10.3153,10.1407
7549,10.3153,10.1407
7550,10.3153,10.1407
7551,7.0657,7.2731
7552,7.0657,7.2731
7553,7.0657,7.2731
7554,5.5231,5.6096
7555,5.5231,5.6096
7556,8.0883,8.3109
7557,3.4697,3.4436
7558,5.0254,5.1561
7559,12.2828,12.3309
7560,6.3457,6.3414
7561,6.3457,6.3414
7562,6.3457,6.3414
7563,6.028,6.1055
7564,6.028,6.1055
7565,6.028,6.1055
7566,4.4713,4.4691
7567,4.4713,4.4691
7568,12.0438,11.6437
7569,5.1897,4.9468
7570,5.1897,4.9468
7571,7.6574,8.7265
7572,2.7679,2.7709
7573,2.7679,2.7709
7574,32.9222,32.985
7575,3.3408,3.667
7576,4.0656,3.992
7577,5.657,5.76
7578,8.0134,8.0203
7579,8.0134,8.0203
7580,8.0134,8.0203
7581,6.3831,6.3228
7582,6.3831,6.3228
7583,6.3831,6.3228
7584,4.016,3.9214
7585,4.289,4.1768
7586,6.6171,7.0054
7587,3.3297,3.1813
7588,6.5829,6.6893
7589,6.0188,7.0361
7590,7.1957,7.196
7591,7.1957,7.196
7592,7.1957,7.196
7593,8.8083,8.7981
7594,8.8083,8.7981
7595,8.8083,8.7981
7596,5.0632,5.2318
7597,7.1595,7.5558
7598,3.3831,3.1053
7599,3.7632,3.7455
7600,3.7632,3.7455
7601,8.3065,8.3521
7602,3.4979,3.4479
7603,4.4314,4.5554
7604,6.9868,6.8864
7605,4.1108,4.0952
7606,16.1614,16.548
7607,11.2239,11.3767
7608,4.7466,4.6916
7609,4.7466,4.6916
7610,7.6263,7.446
7611,7.1029,7.2143
7612,7.1029,7.2143
7613,7.1029,7.2143
7614,4.0089,4.2761
7615,4.0089,4.2761
7616,18.788,17.8115
7617,5.1323,5.1504
7618,5.1323,5.1504
7619,11.0289,11.1853
7620,3.1646,3.2116
7621,5.6193,5.6535
7622,9.9078,9.9132
7623,8.6569,8.6685
7624,8.6569,8.6685
7625,8.6569,8.6685
7626,4.4602,4.4041
7627,4.4602,4.4041
7628,4.4602,4.4041
7629,7.0332,7.0477
7630,7.0332,7.0477
7631,7.0332,7.0477
7632,3.7116,3.6783
7633,3.7116,3.6783
7634,12.0502,11.8893
7635,6.688,6.699
7636,6.688,6.699
7637,6.688,6.699
7638,5.8066,5.8002
7639,5.8066,5.8002
7640,5.8066,5.8002
7641,3.1732,3.1629
7642,4.5827,4.3494
7643,5.9866,6.3058
7644,7.3095,7.3378
7645,7.3095,7.3378
7646,7.3095,7.3378
7647,3.3385,3.3438
7648,4.7869,4.9825
7649,6.1686,5.9678
7650,6.5606,6.6362
7651,6.5606,6.6362
7652,6.5606,6.6362
7653,4.455,4.2788
7654,4.455,4.2788
7655,12.6894,11.3087
7656,4.4676,4.2059
7657,4.7054,4.6872
7658,7.367,7.8108
7659,6.3305,6.3549
7660,6.3305,6.3549
7661,6.3305,6.3549
7662,6.7188,6.7272
7663,6.7188,6.7272
7664,6.7188,6.7272
7665,3.4768,3.5435
7666,3.8383,3.8207
7667,6.7612,7.0269
7668,3.8001,3.7992
7669,3.8001,3.7992
7670,19.6059,19.6315
7671,3.2565,3.4378
7672,4.4189,4.1493
7673,4.4805,4.5913
7674,6.5849,6.6389
7675,6.5849,6.6389
7676,6.5849,6.6389
7677,4.0043,4.0254
7678,4.0043,4.0254
7679,9.4924,9.5175
7680,2.6704,2.667
7681,9.4809,9.7572
7682,5.1973,5.2078
7683,3.599,3.2792
7684,3.599,3.2792
7685,3.54,3.5801
7686,3.8775,4.1064
7687,4.3801,4.4564
7688,6.5784,6.2331
7689,4.455,4.554
7690,2.9214,2.9023
7691,14.7666,14.6411
7692,6.4851,6.5069
7693,6.4851,6.5069
7694,6.4851,6.5069
7695,7.6887,7.5707
7696,7.6887,7.5707
7697,7.6887,7.5707
7698,10.137,9.7014
7699,10.137,9.7014
7700,3.9999,3.6265
7701,3.8947,3.8806
7702,4.7922,4.7962
7703,8.4525,8.4427
7704,10.5658,10.5248
7705,10.5658,10.5248
7706,10.5658,10.5248
7707,3.8752,3.8515
7708,2.683,2.6743
7709,9.3367,9.4077
7710,5.0453,5.0016
7711,5.0453,5.0016
7712,12.7691,12.7985
7713,3.5783,3.8275
7714,4.8597,4.8268
7715,10.7003,10.2542
7716,13.0916,12.6806
7717,4.1928,4.0893
7718,6.0887,5.9889
7719,3.6018,3.5874
7720,3.6018,3.5874
7721,4.8361,4.8648
7722,12.0047,12.0469
7723,12.0047,12.0469
7724,12.0047,12.0469
7725,6.5472,6.4826
7726,6.5472,6.4826
7727,4.2238,4.1864
7728,7.3955,7.4286
7729,7.3955,7.4286
7730,7.3955,7.4286
7731,5.8998,6.1114
7732,9.9304,9.8958
7733,3.2161,3.2873
7734,5.0213,5.0946
7735,3.1488,3.2153
7736,11.3569,11.0116
7737,5.062,4.8107
7738,5.062,4.8107
7739,9.1472,8.9959
7740,6.335,6.3501
7741,6.335,6.3501
7742,6.335,6.3501
7743,4.2657,4.3116
7744,16.7025,16.725
7745,6.955,7.0415
7746,2.9413,2.8038
7747,4.4802,4.4763
7748,4.5073,4.6241
7749,5.4226,5.5099
7750,5.7229,5.7839
7751,7.3696,7.3831
7752,3.3096,3.4417
7753,4.2464,4.0961
7754,4.3654,4.3739
7755,6.8329,6.8055
7756,6.8329,6.8055
7757,6.8329,6.8055
7758,4.2633,4.1115
7759,4.6228,4.2541
7760,8.1464,8.8935
7761,3.8951,3.8821
7762,3.8951,3.8821
7763,8.9341,9.021
7764,4.0622,4.0781
7765,4.0622,4.0781
7766,5.0683,4.9866
7767,2.8795,2.8693
7768,3.9361,3.9009
7769,5.694,5.7446
7770,3.1705,3.1466
7771,3.1705,3.1466
7772,5.6521,5.7075
7773,3.4515,3.4577
7774,4.3433,4.3179
7775,8.9277,8.9227
7776,6.4836,6.4787
7777,6.4836,6.4787
7778,6.4836,6.4787
7779,4.1738,4.1242
7780,4.1738,4.1242
7781,4.1738,4.1242
7782,3.0536,3.057
7783,3.0536,3.057
7784,7.1669,7.3071
7785,3.0772,3.0863
7786,3.0772,3.0863
7787,6.6074,6.6926
7788,3.3264,3.4713
7789,3.8798,3.6806
7790,6.2241,6.4097
7791,3.7947,3.7223
7792,3.7947,3.7223
7793,14.9587,14.8365
7794,3.3941,3.3966
7795,5.3142,5.2734
7796,10.1192,10.161
7797,3.8148,3.6526
7798,4.621,4.7026
7799,8.1177,8.4779
7800,7.154,7.1594
7801,7.154,7.1594
7802,7.154,7.1594
7803,4.9563,5.306
7804,10.1602,10.1175
7805,2.832,2.8121
7806,3.2241,3.2381
7807,3.2241,3.2381
7808,9.7067,9.6875
7809,2.9485,2.9466
7810,2.9485,2.9466
7811,5.948,5.8733
7812,3.1739,3.1741
7813,3.1739,3.1741
7814,27.0187,27.2547
7815,2.9032,2.9483
7816,2.9032,2.9483
7817,8.423,8.2731
7818,3.6095,2.9375
7819,6.4196,6.2686
7820,9.1495,10.002
7821,2.7601,2.7392
7822,2.7601,2.7392
7823,8.75,9.4847
7824,13.3131,13.3256
7825,4.4525,4.4902
7826,13.7331,13.5989
7827,3.1067,3.3714
7828,5.9037,6.1214
7829,5.5783,5.156
7830,3.1611,3.1325
7831,5.1471,5.1884
7832,7.2202,6.7826
7833,6.7736,6.7713
7834,6.7736,6.7713
7835,6.7736,6.7713
7836,5.0793,4.8366
7837,5.0793,4.8366
7838,8.1631,8.6619
7839,5.6174,5.5822
7840,7.844,8.0233
7841,3.1381,3.1198
7842,6.3169,6.3106
7843,6.3169,6.3106
7844,10.1703,10.0485
7845,13.872,12.859
7846,2.8261,2.9157
7847,3.8373,3.9709
7848,4.0402,3.61
7849,3.7721,3.8122
7850,10.507,10.9446
7851,2.6582,2.6815
7852,4.1722,4.1586
7853,4.4604,4.5363
7854,7.2063,7.2322
7855,7.2063,7.2322
7856,7.2063,7.2322
7857,6.7193,6.724
7858,6.7193,6.724
7859,6.7193,6.724
7860,6.5613,6.5881
7861,6.5613,6.5881
7862,6.5613,6.5881
7863,3.4582,3.4697
7864,3.4582,3.4697
7865,9.1243,9.156
7866,3.0606,3.1181
7867,3.0606,3.1181
7868,35.8459,35.577
7869,3.5372,3.5036
7870,3.5372,3.5036
7871,8.6463,8.9299
7872,3.4694,3.4993
7873,5.0429,5.0374
7874,5.1739,5.1263
7875,3.9321,3.8658
7876,4.6378,4.4136
7877,5.597,6.1653
7878,7.8948,7.8941
7879,7.8948,7.8941
7880,7.8948,7.8941
7881,3.0603,3.0675
7882,3.0603,3.0675
7883,6.7728,6.9922
7884,6.7913,6.7771
7885,6.7913,6.7771
7886,6.7913,6.7771
7887,7.218,7.2884
7888,7.218,7.2884
7889,4.55,4.4689
7890,3.0958,3.1191
7891,4.4575,4.4892
7892,8.6659,8.6116
7893,3.8087,3.8213
7894,3.8087,3.8213
7895,6.9008,6.8662
7896,3.8783,3.887
7897,3.8783,3.887
7898,9.2658,9.4002
7899,5.8638,5.8281
7900,9.3855,9.3737
7901,2.706,2.774
7902,2.9346,2.9085
7903,2.9346,2.9085
7904,6.3134,6.514
7905,2.9227,2.9241
7906,4.5702,4.5135
7907,5.4287,5.4948
7908,4.1472,4.1276
7909,6.6017,6.5736
7910,13.8484,13.7488
7911,7.7787,7.7695
7912,7.7787,7.7695
7913,7.7787,7.7695
7914,4.2496,4.163
7915,4.2496,4.163
7916,8.5284,8.2235
7917,6.8174,6.8319
7918,6.8174,6.8319
7919,6.8174,6.8319
7920,2.8564,2.8694
7921,2.8564,2.8694
7922,10.227,10.0277
7923,3.3746,3.502
7924,5.806,5.4955
7925,15.3877,15.3947
7926,5.8811,5.8632
7927,5.8811,5.8632
7928,5.8811,5.8632
7929,8.9696,9.007
7930,2.7288,2.7193
7931,4.6912,4.7131
7932,8.5844,8.5479
7933,8.5844,8.5479
7934,8.5844,8.5479
7935,8.0915,8.1245
7936,8.0915,8.1245
7937,8.0915,8.1245
7938,5.5263,5.4908
7939,5.5263,5.4908
7940,5.5263,5.4908
7941,3.9027,3.8928
7942,3.9027,3.8928
7943,7.1957,7.2787
7944,3.641,3.5504
7945,4.9573,5.0295
7946,4.9778,5.0973
7947,2.9238,2.8758
7948,4.078,4.1726
7949,5.4727,5.4102
7950,7.1211,7.122
7951,7.1211,7.122
7952,7.1211,7.122
7953,5.9283,5.9627
7954,5.9283,5.9627
7955,5.9283,5.9627
7956,7.6429,7.9109
7957,7.6429,7.9109
7958,4.1868,4.0741
7959,2.9706,3.0783
7960,3.6516,3.595
7961,5.3549,5.2393
7962,6.5746,6.6076
7963,6.5746,6.6076
7964,6.5746,6.6076
7965,4.4255,4.4855
7966,4.4255,4.4855
7967,5.475,5.1441
7968,3.013,3.0192
7969,4.5602,4.5738
7970,9.3199,9.2178
7971,7.8786,7.9219
7972,7.8786,7.9219
7973,7.8786,7.9219
7974,8.2373,8.2362
7975,8.2373,8.2362
7976,8.2373,8.2362
7977,2.8703,2.8359
7978,2.8703,2.8359
7979,7.1793,7.3535
7980,6.2588,6.2446
7981,6.2588,6.2446
7982,6.2588,6.2446
7983,2.9816,3.03
7984,2.9816,3.03
7985,29.6639,29.161
7986,2.8509,2.8861
7987,3.9236,3.9368
7988,5.5367,5.5416
7989,4.4284,4.4495
7990,4.4284,4.4495
7991,8.6231,8.6895
7992,2.9149,2.9212
7993,3.9008,3.9032
7994,5.7422,5.7234
7995,6.2762,6.2908
7996,6.2762,6.2908
7997,6.2762,6.2908
7998,4.8279,4.7337
7999,3.8252,3.7424
8000,5.9626,6.1949
8001,3.218,3.2741
8002,3.5584,3.1483
8003,6.6118,6.821
8004,3.5405,3.5877
8005,3.5405,3.5877
8006,3.5405,3.5877
8007,2.9114,2.8886
8008,2.9114,2.8886
8009,12.6611,12.9661
8010,4.243,4.2222
8011,5.1182,5.3563
8012,7.4078,6.9108
8013,9.3799,9.6916
8014,8.3675,8.9261
8015,5.5718,5.43
8016,3.0565,3.1159
8017,4.3006,4.2241
8018,11.0716,11.2082
8019,3.008,3.0203
8020,3.008,3.0203
8021,10.0189,9.8063
8022,3.019,2.9968
8023,4.9521,4.8875
8024,11.9832,12.0549
8025,11.6896,11.9329
8026,9.458,9.0093
8027,6.6528,7.0671
8028,4.2958,4.4786
8029,4.4162,4.6584
8030,7.002,6.8498
8031,3.4896,3.5289
8032,3.4896,3.5289
8033,13.9714,13.0037
8034,6.8014,6.9187
8035,6.8014,6.9187
8036,6.8014,6.9187
8037,4.5272,4.3325
8038,3.2047,3.323
8039,10.0152,9.9201
8040,6.0342,6.067
8041,6.0342,6.067
8042,22.0498,21.2224
8043,3.4553,3.4065
8044,3.4553,3.4065
8045,30.8853,32.1912
8046,3.2863,3.2403
8047,4.451,4.6042
8048,5.1478,4.8326
8049,3.7849,3.4097
8050,5.5388,5.5716
8051,12.6206,12.2982
8052,12.4339,12.6199
8053,12.4339,12.6199
8054,12.4339,12.6199
8055,7.2035,7.2482
8056,7.2035,7.2482
8057,7.2035,7.2482
8058,3.782,3.5605
8059,4.8631,5.0192
8060,9.4589,9.7863
8061,7.6013,7.6209
8062,7.6013,7.6209
8063,7.6013,7.6209
8064,2.9296,2.8777
8065,2.9296,2.8777
8066,6.0054,6.535
8067,3.499,3.3921
8068,3.499,3.3921
8069,30.1862,32.0196
8070,3.3998,3.168
8071,3.3998,3.168
8072,4.4007,4.9317
8073,6.389,6.4107
8074,6.389,6.4107
8075,6.389,6.4107
8076,4.5638,4.4725
8077,4.5638,4.4725
8078,14.6815,14.9781
8079,3.0377,3.0518
8080,3.0377,3.0518
8081,8.3091,8.1658
8082,3.0477,3.066
8083,3.0477,3.066
8084,5.9424,5.9353
8085,3.0024,3.1277
8086,4.5771,4.8463
8087,11.3455,10.0045
8088,3.1771,3.3552
8089,3.4818,3.3802
8090,6.7211,6.4793
8091,6.2809,6.3806
8092,6.2809,6.3806
8093,6.2809,6.3806
8094,3.457,3.4447
8095,5.2893,5.4012
8096,9.4915,9.63
8097,7.6241,7.6515
8098,7.6241,7.6515
8099,7.6241,7.6515
8100,3.5568,3.5936
8101,14.0959,14.1606
8102,9.405,9.3758
8103,8.8699,8.8653
8104,8.8699,8.8653
8105,8.8699,8.8653
8106,5.0562,5.0565
8107,5.0562,5.0565
8108,4.0685,4.0703
8109,6.0293,5.9968
8110,6.0293,5.9968
8111,6.0293,5.9968
8112,2.848,2.8575
8113,2.848,2.8575
8114,27.8187,27.867
8115,6.5491,6.4719
8116,6.5491,6.4719
8117,16.0167,16.1404
8118,3.1547,3.2543
8119,4.0567,3.9672
8120,12.0243,12.0363
8121,6.775,6.7872
8122,6.775,6.7872
8123,6.775,6.7872
8124,3.047,3.1404
8125,5.2368,5.1434
8126,9.2884,9.3475
8127,6.2841,6.4181
8128,6.2841,6.4181
8129,6.2841,6.4181
8130,3.7615,3.9513
8131,4.3463,4.1889
8132,9.8794,9.8584
8133,3.549,3.5179
8134,3.549,3.5179
8135,12.9448,12.9218
8136,6.5221,6.501
8137,6.5221,6.501
8138,6.5221,6.501
8139,2.8848,2.8815
8140,4.7918,4.7214
8141,9.383,9.4488
8142,6.9205,6.9799
8143,6.9205,6.9799
8144,6.9205,6.9799
8145,3.0094,3.025
8146,3.0094,3.025
8147,24.5155,24.3672
8148,4.0399,3.9504
8149,5.1206,5.1741
8150,8.7692,8.7292
8151,3.3176,3.2804
8152,3.3176,3.2804
8153,7.784,8.0832
8154,6.971,7.005
8155,6.971,7.005
8156,6.971,7.005
8157,9.1915,9.2453
8158,2.7462,2.75
8159,4.9426,4.91
8160,6.2952,6.3213
8161,6.2952,6.3213
8162,6.2952,6.3213
8163,6.3259,6.3509
8164,6.3259,6.3509
8165,6.3259,6.3509
8166,8.8043,8.8093
8167,2.7601,2.7394
8168,4.6171,4.5729
8169,4.2127,4.2582
8170,4.2127,4.2582
8171,3.8361,3.7308
8172,6.615,6.6193
8173,6.615,6.6193
8174,6.615,6.6193
8175,4.1737,4.0007
8176,4.1737,4.0007
8177,7.5128,7.9958
8178,6.6206,6.6387
8179,6.6206,6.6387
8180,6.6206,6.6387
8181,8.2529,8.3227
8182,8.2529,8.3227
8183,8.2529,8.3227
8184,12.3029,12.3178
8185,5.4453,5.4876
8186,11.3668,11.0941
8187,8.0022,8.0724
8188,8.0022,8.0724
8189,8.0022,8.0724
8190,4.4457,4.482
8191,4.4457,4.482
8192,10.1901,9.8713
8193,3.5208,3.6261
8194,3.5208,3.6261
8195,27.9216,25.8874
8196,6.3935,6.4243
8197,6.3935,6.4243
8198,6.3935,6.4243
8199,2.8693,2.8847
8200,2.8693,2.8847
8201,29.6835,24.9483
8202,4.046,3.9603
8203,4.876,5.0663
8204,7.0721,6.907
8205,6.289,6.2521
8206,6.289,6.2521
8207,4.9397,4.9267
8208,8.7325,8.8078
8209,8.7325,8.8078
8210,8.7325,8.8078
8211,4.1118,4.1415
8212,4.4227,4.4954
8213,5.3263,5.1475
8214,6.7789,6.8299
8215,6.7789,6.8299
8216,6.7789,6.8299
8217,9.5143,9.5805
8218,9.5143,9.5805
8219,9.5143,9.5805
8220,3.2863,3.3173
8221,3.2863,3.3173
8222,7.7892,7.7459
8223,4.7981,4.2054
8224,5.0016,4.4906
8225,7.4303,8.7017
8226,6.8183,6.8462
8227,6.8183,6.8462
8228,6.8183,6.8462
8229,2.8391,2.824
8230,2.8391,2.824
8231,7.1605,7.2828
8232,10.1103,10.1417
8233,2.7811,2.7789
8234,6.5564,6.5574
8235,4.8936,4.893
8236,5.8918,5.9995
8237,10.0224,9.9976
8238,7.754,7.7839
8239,7.754,7.7839
8240,7.754,7.7839
8241,3.1037,2.9261
8242,3.9489,4.0842
8243,4.7477,4.893
8244,5.546,5.4882
8245,7.3633,7.3269
8246,2.7514,2.7674
8247,6.4284,6.4962
8248,9.025,9.0273
8249,4.4635,4.5426
8250,3.0892,3.0345
8251,4.2294,4.2811
8252,7.401,7.339
8253,8.9538,9.0641
8254,2.7154,2.6554
8255,4.7732,4.7388
8256,3.8266,3.7449
8257,3.8266,3.7449
8258,7.5986,7.7081
8259,8.1437,8.1541
8260,8.1437,8.1541
8261,8.1437,8.1541
8262,2.7916,2.7676
8263,3.8013,3.8263
8264,5.6044,5.5729
8265,7.5879,7.5718
8266,7.5879,7.5718
8267,7.5879,7.5718
8268,3.8624,3.9635
8269,3.8624,3.9635
8270,13.8628,12.7924
8271,8.178,8.2727
8272,8.178,8.2727
8273,8.178,8.2727
8274,3.8063,3.8082
8275,3.8063,3.8082
8276,8.1083,8.184
8277,5.8245,5.8049
8278,10.6119,10.5482
8279,2.7255,2.7397
8280,9.0909,8.9791
8281,9.0909,8.9791
8282,21.7912,18.8176
8283,2.6925,2.6886
8284,4.0095,3.9975
8285,5.0335,5.027
8286,3.0084,3.1384
8287,5.2227,4.4027
8288,5.4826,6.4403
8289,7.556,7.5533
8290,7.556,7.5533
8291,7.556,7.5533
8292,7.551,7.5814
8293,7.551,7.5814
8294,7.551,7.5814
8295,4.2523,4.1787
8296,4.2523,4.1787
8297,8.9009,9.4326
8298,3.2192,3.2693
8299,3.2192,3.2693
8300,8.3398,8.3425
8301,6.3146,6.2844
8302,6.3146,6.2844
8303,6.3146,6.2844
8304,10.3567,10.3358
8305,3.2633,3.2565
8306,6.5348,6.5854
8307,3.2776,3.2527
8308,5.0189,4.9348
8309,11.7144,12.5718
8310,6.4959,6.5194
8311,6.4959,6.5194
8312,6.4959,6.5194
8313,6.604,6.6181
8314,6.604,6.6181
8315,6.604,6.6181
8316,3.6831,3.6341
8317,3.6831,3.6341
8318,21.7813,22.6916
8319,5.7005,5.7155
8320,5.9726,5.9854
8321,9.8775,9.8741
8322,6.6726,6.7206
8323,6.6726,6.7206
8324,6.6726,6.7206
8325,6.1506,6.1722
8326,6.1506,6.1722
8327,6.1506,6.1722
8328,3.051,3.0205
8329,4.8406,4.8959
8330,5.4864,5.761
8331,6.2423,6.2586
8332,6.2423,6.2586
8333,6.2423,6.2586
8334,4.3419,4.3674
8335,4.3419,4.3674
8336,7.6098,7.2625
8337,4.0186,4.0433
8338,4.0186,4.0433
8339,22.6549,23.5127
8340,7.5306,7.5837
8341,7.5306,7.5837
8342,7.5306,7.5837
8343,6.9814,7.0048
8344,6.9814,7.0048
8345,6.9814,7.0048
8346,6.4545,6.4373
8347,6.4545,6.4373
8348,6.4545,6.4373
8349,3.4459,3.6737
8350,4.4677,4.3986
8351,5.0075,5.0195
8352,11.187,11.2538
8353,11.187,11.2538
8354,11.187,11.2538
8355,5.7174,5.7332
8356,9.1411,9.0117
8357,2.8802,2.8811
8358,6.2941,6.2914
8359,6.2941,6.2914
8360,6.2941,6.2914
8361,5.4925,5.5291
8362,5.0453,4.9567
8363,4.779,4.6686
8364,3.1542,3.2005
8365,3.1542,3.2005
8366,5.8633,5.7669
8367,3.7371,3.9765
8368,4.0558,4.1693
8369,9.6213,8.9556
8370,3.4497,3.4525
8371,3.4497,3.4525
8372,8.339,8.5984
8373,3.0768,3.0893
8374,3.0768,3.0893
8375,30.212,27.9922
8376,2.7371,2.6974
8377,4.0578,4.0081
8378,7.7839,7.8002
8379,6.3747,6.2985
8380,6.3747,6.2985
8381,6.3747,6.2985
8382,3.12,3.1085
8383,4.5599,4.5668
8384,7.6672,7.7055
8385,9.1883,9.2496
8386,9.1883,9.2496
8387,9.1883,9.2496
8388,3.4307,3.4069
8389,4.1806,4.0037
8390,5.813,6.0062
8391,3.0531,3.0635
8392,3.0531,3.0635
8393,13.2339,13.1822
8394,6.8736,6.9044
8395,6.8736,6.9044
8396,6.8736,6.9044
8397,7.6777,7.6046
8398,7.6777,7.6046
8399,7.6777,7.6046
8400,7.0014,7.0209
8401,7.0014,7.0209
8402,7.0014,7.0209
8403,3.3418,3.3935
8404,4.0186,4.0332
8405,4.1115,4.0927
8406,7.5324,7.5407
8407,7.5324,7.5407
8408,7.5324,7.5407
8409,4.1493,4.2225
8410,4.1493,4.2225
8411,3.9122,3.7876
8412,3.8245,4.2
8413,6.2905,6.1861
8414,12.4752,12.219
8415,4.4644,4.5557
8416,10.1571,9.6265
8417,6.2763,5.7184
8418,3.6597,3.7622
8419,5.5352,5.4202
8420,15.6903,15.9407
8421,5.9305,5.9514
8422,5.9305,5.9514
8423,5.9305,5.9514
8424,4.1473,4.1352
8425,3.9733,4.0946
8426,5.471,5.582
8427,6.5023,6.5284
8428,6.5023,6.5284
8429,6.5023,6.5284
8430,5.958,5.9588
8431,5.958,5.9588
8432,5.958,5.9588
8433,8.6478,8.5501
8434,8.6478,8.5501
8435,8.6478,8.5501
8436,6.6155,6.6102
8437,6.6155,6.6102
8438,6.6155,6.6102
8439,3.4067,3.4633
8440,3.4067,3.4633
8441,6.1052,6.2354
8442,6.2375,6.2807
8443,6.2375,6.2807
8444,6.2375,6.2807
8445,4.7116,4.7743
8446,4.7116,4.7743
8447,5.2358,5.2405
8448,4.2383,4.1712
8449,4.2383,4.1712
8450,3.5936,3.7742
8451,3.6606,3.6958
8452,3.6606,3.6958
8453,30.7206,31.2499
8454,2.5326,2.5203
8455,2.5326,2.5203
8456,7.2401,7.8244
8457,9.3371,9.3751
8458,2.9537,2.9624
8459,4.6886,4.659
8460,5.6372,5.7537
8461,7.9787,8.0518
8462,3.0059,2.9441
8463,6.711,6.7869
8464,6.711,6.7869
8465,6.711,6.7869
8466,6.0437,6.0392
8467,9.9036,9.8227
8468,3.1154,3.089
8469,4.5005,4.4036
8470,4.5005,4.4036
8471,7.3342,7.6563
8472,7.5239,7.5628
8473,7.5239,7.5628
8474,7.5239,7.5628
8475,4.2105,4.2263
8476,4.2105,4.2263
8477,19.9014,20.2639
8478,3.6246,3.6499
8479,4.7802,4.8374
8480,10.8915,10.9003
8481,3.6718,3.706
8482,3.6718,3.706
8483,6.5573,6.4959
8484,3.6124,3.6278
8485,3.6124,3.6278
8486,7.5726,7.4881
8487,5.1948,5.2056
8488,5.6535,5.6195
8489,7.2434,8.1649
8490,3.7911,3.8602
8491,5.283,5.4368
8492,5.9186,5.7979
8493,6.9653,6.9521
8494,6.9653,6.9521
8495,6.9653,6.9521
8496,6.5642,6.4237
8497,6.5642,6.4237
8498,6.5642,6.4237
8499,10.4097,10.6958
8500,3.3328,3.1427
8501,7.7378,7.7107
8502,6.2521,6.2664
8503,6.2521,6.2664
8504,6.2521,6.2664
8505,4.1393,4.1219
8506,4.1393,4.1219
8507,7.8777,7.8802
8508,2.6667,2.6587
8509,2.6667,2.6587
8510,30.7535,30.8544
8511,12.4667,12.5473
8512,3.7455,4.1609
8513,5.6211,5.3252
8514,4.2795,4.2959
8515,4.2795,4.2959
8516,3.0189,2.9833
8517,5.3609,5.583
