true_lengths,gen1_lengths
4.1179,4.059
4.1179,4.059
6.6633,6.6433
4.9375,6.6022
8.5444,14.0885
4.626,3.1174
3.1891,3.1646
4.7405,4.842
10.4426,10.5257
9.9848,13.3707
3.6203,3.7671
9.6632,6.518
2.8331,2.8067
2.8331,2.8067
25.8157,26.0954
2.8656,2.8326
2.8656,2.8326
5.371,5.2633
2.7542,3.0908
2.7542,3.0908
7.4237,5.868
2.75,2.8926
2.75,2.8926
24.0221,22.6173
5.1733,5.2438
5.1733,5.2438
8.3229,8.28
6.4046,6.4097
6.4046,6.4097
6.4046,6.4097
3.9399,4.1032
9.0886,8.7186
5.1144,5.1913
3.299,3.3489
4.8771,4.6391
8.4049,9.1411
5.8958,5.8618
5.8958,5.8618
11.272,11.6647
5.0517,5.0544
5.0517,5.0544
8.2055,7.9981
6.5757,6.5568
6.5757,6.5568
6.5757,6.5568
6.8151,6.8445
6.8151,6.8445
6.8151,6.8445
7.1951,7.2763
7.1951,7.2763
7.1951,7.2763
9.7745,9.7485
9.7745,9.7485
9.7745,9.7485
3.815,3.889
4.1576,4.4998
12.1976,10.9469
11.2607,10.8542
2.9093,2.96
4.5487,4.6482
5.6079,3.5702
5.6079,3.5702
3.9721,9.4612
5.8055,5.8923
8.2848,8.1549
5.8251,5.9795
6.2322,6.2934
6.2322,6.2934
12.3336,12.1073
5.961,6.3365
5.961,6.3365
5.961,6.3365
6.0985,6.1327
6.0985,6.1327
6.0985,6.1327
6.9505,6.9959
6.9505,6.9959
6.9505,6.9959
5.8563,5.9271
7.4854,7.5645
2.9333,2.9196
3.5064,3.5278
3.5064,3.5278
33.5405,33.0944
5.5137,5.7967
7.3165,7.5643
3.3406,3.1726
3.9997,3.8402
11.5538,11.6717
11.5361,11.4331
6.0525,5.9909
6.0525,5.9909
6.0525,5.9909
3.0911,3.0943
4.9387,4.7561
12.3997,13.0577
10.0042,10.8148
3.2122,3.0791
4.616,4.4272
4.6693,4.7723
4.6693,4.7723
8.6239,8.287
7.2533,7.2315
7.2533,7.2315
7.2533,7.2315
2.9297,2.843
4.6836,4.7114
8.3584,8.5072
4.735,4.6352
4.7766,4.8139
12.2994,12.1038
3.1588,3.1502
5.3049,5.2256
7.0561,7.1994
13.6493,8.5988
5.9302,12.4577
5.9401,6.0708
7.9068,7.8928
7.9068,7.8928
7.9068,7.8928
9.5877,9.6405
9.5877,9.6405
9.5877,9.6405
18.338,7.3507
3.9714,11.4828
4.4904,4.2616
4.0349,4.175
4.0349,4.175
7.2621,7.0137
3.2702,3.4776
3.7331,3.7707
5.5076,5.8777
3.1937,4.7342
3.1937,4.7342
6.7919,2.9652
3.265,3.227
3.265,3.227
5.725,5.3947
9.4122,9.3591
2.7645,2.7405
4.8792,4.9256
2.651,2.9279
2.651,2.9279
7.569,6.2167
2.8742,2.9295
3.233,3.8813
5.7605,4.9457
7.6654,7.633
7.6654,7.633
7.6654,7.633
2.8472,3.9747
4.9828,4.0838
7.3954,5.9775
2.8694,3.1582
4.8379,4.5224
10.003,9.6191
3.3635,3.2739
4.8768,4.0154
4.8984,6.1686
5.9578,6.0049
5.9578,6.0049
5.9578,6.0049
3.1451,3.1378
3.1451,3.1378
6.9762,6.952
5.1036,5.4793
5.1036,5.4793
7.6299,6.5148
3.9574,3.9267
3.9574,3.9267
10.4081,10.7992
7.2335,6.1009
2.8528,3.2722
4.9489,5.5258
6.6447,6.6804
6.6447,6.6804
6.6447,6.6804
4.5233,4.5894
4.5233,4.5894
4.4348,4.432
3.1308,3.3525
3.7987,3.8631
5.6769,5.2773
2.95,4.0122
2.95,4.0122
7.0957,3.8173
8.4823,8.4968
8.4823,8.4968
8.4823,8.4968
6.1126,3.8704
11.4586,10.1014
12.464,22.7
6.5199,6.4976
6.5199,6.4976
6.5199,6.4976
4.2871,4.2973
4.2871,4.2973
9.8225,9.7481
3.4209,3.4263
3.4209,3.4263
9.4832,9.6572
3.4,3.6207
3.7506,4.6216
6.9943,4.956
3.1399,3.131
4.2453,4.314
5.7564,5.6588
6.8033,6.8354
6.8033,6.8354
6.8033,6.8354
2.8722,2.883
3.7969,3.8072
5.8604,5.8649
2.8852,2.8752
2.8852,2.8752
8.4936,8.5515
10.6556,11.3631
3.087,3.1763
5.1913,5.0945
2.74,2.7544
4.8366,4.0885
5.4529,6.3289
3.4165,2.789
4.3465,4.1178
4.4166,5.69
4.2169,4.187
4.2169,4.187
19.9533,20.2739
7.1067,7.1704
7.1067,7.1704
7.1067,7.1704
2.9672,3.0151
4.3039,4.2752
8.0577,8.0288
3.8822,3.8995
3.8822,3.8995
7.702,7.641
3.1666,3.1501
3.1666,3.1501
8.5909,8.568
6.1342,6.1068
6.1342,6.1068
6.1342,6.1068
8.614,7.8605
8.614,7.8605
8.7042,9.9278
4.4267,4.2718
4.4267,4.2718
3.902,4.2896
10.7412,10.9242
10.7412,10.9242
10.7412,10.9242
3.2055,2.9401
3.6632,3.8367
8.3256,8.2668
7.1581,7.1753
7.1581,7.1753
7.1581,7.1753
17.0782,17.304
4.5413,4.4384
7.318,7.4093
3.8982,3.0721
3.9316,3.823
4.9855,6.9787
3.2319,4.7367
4.2355,4.9698
8.7282,4.9621
11.0615,11.4439
9.6554,8.6761
8.4419,10.5189
4.1666,4.1817
4.1666,4.1817
4.1666,4.1817
3.9167,3.2548
4.5884,5.8252
8.0777,7.0678
2.9991,2.9199
2.9991,2.9199
28.2669,29.4818
6.1869,6.21
6.1869,6.21
6.1869,6.21
7.4823,7.4594
7.4823,7.4594
7.4823,7.4594
3.3437,2.9971
3.3127,3.8445
7.6538,7.6049
6.1966,6.1921
6.1966,6.1921
6.1966,6.1921
6.7643,6.8003
6.7643,6.8003
6.7643,6.8003
14.2495,13.5146
3.8568,3.727
9.1769,8.4036
7.2767,7.2832
7.2767,7.2832
7.2767,7.2832
17.2627,19.953
4.6866,5.0329
7.3305,5.1394
5.2426,5.6493
5.2426,5.6493
4.3043,3.803
2.5342,2.5575
4.5152,4.348
5.6248,5.5569
4.1142,3.9882
4.1142,3.9882
4.1142,3.9882
7.3162,7.3253
7.3162,7.3253
7.3162,7.3253
4.7101,4.6445
4.7101,4.6445
15.3151,15.1537
3.7832,3.8374
4.0694,3.9367
14.9121,14.2351
6.6549,6.7376
6.6549,6.7376
6.6549,6.7376
9.909,9.4616
14.8603,12.5597
11.1507,12.0739
4.8306,4.8492
3.1685,3.0739
15.5835,15.3931
3.5679,3.6791
3.5679,3.6791
7.6838,7.2
4.2129,4.163
4.2471,4.1979
24.2265,24.4942
4.176,4.1478
5.7755,5.7236
12.186,12.083
6.7998,4.3904
8.1826,5.7693
3.2764,6.3462
10.1501,10.1659
10.1501,10.1659
10.1501,10.1659
6.555,6.4991
6.555,6.4991
6.555,6.4991
3.6273,3.5207
3.6273,3.5207
24.9683,27.0312
6.1378,6.046
6.1378,6.046
6.1378,6.046
3.0499,3.0318
3.0499,3.0318
25.365,25.4513
9.4152,9.0815
3.0945,3.0567
6.5026,7.0805
6.9986,6.9481
6.9986,6.9481
6.9986,6.9481
6.9998,6.9645
6.9998,6.9645
6.9998,6.9645
7.1525,7.2111
7.1525,7.2111
7.1525,7.2111
7.2581,7.1587
7.2581,7.1587
7.2581,7.1587
3.1259,3.0033
5.2202,5.1403
5.3591,6.0777
5.3409,5.3611
7.2297,7.1837
2.6894,2.6715
2.9077,2.9072
2.9077,2.9072
12.6873,12.453
3.0822,3.1276
5.8218,4.4494
8.8174,11.7607
3.463,3.4933
3.463,3.4933
13.8385,13.311
4.2739,4.1905
4.2739,4.1905
5.9753,6.1061
3.0762,3.0532
3.0762,3.0532
27.4606,27.048
5.8137,5.6735
5.8137,5.6735
5.8137,5.6735
3.5675,3.8933
4.6265,4.648
6.5857,6.3651
2.9029,2.8123
2.9029,2.8123
6.1674,6.5442
7.1005,7.1535
7.1005,7.1535
7.1005,7.1535
4.5149,4.578
4.5149,4.578
10.5851,10.1458
5.9577,5.8832
5.9577,5.8832
19.7401,20.5815
4.3485,4.3593
2.7213,2.7043
10.4055,11.8615
3.4713,3.2432
4.5664,4.7253
5.2299,5.594
3.1104,3.2705
4.6893,4.4842
5.3496,5.21
4.1257,4.0021
4.1257,4.0021
7.6343,8.0741
6.4861,6.5068
6.4861,6.5068
6.4861,6.5068
3.7117,3.7367
3.7117,3.7367
7.2566,7.0932
5.2289,5.0508
5.4697,5.2486
9.8875,10.1768
2.83,2.8182
3.8381,4.0334
5.4738,5.3704
3.0909,3.1976
4.2099,4.1417
11.627,11.5114
5.7076,5.2776
5.7076,5.2776
3.4836,3.4429
12.1413,17.9061
4.2304,3.789
4.5539,4.0992
4.9278,5.2634
4.9278,5.2634
19.3937,15.8886
4.7481,4.711
4.7481,4.711
7.9343,7.6723
3.5724,3.6894
3.5724,3.6894
8.6026,7.9771
3.385,3.401
3.385,3.401
13.0734,12.8934
4.0512,3.1952
4.4834,4.2839
5.1911,6.5671
2.8861,5.807
4.8832,7.1341
8.9725,2.9874
2.9134,3.14
4.2814,3.3465
5.5539,6.196
7.3987,7.4615
7.3987,7.4615
7.3987,7.4615
6.7022,6.7164
6.7022,6.7164
6.7022,6.7164
6.7594,6.7916
6.7594,6.7916
6.7594,6.7916
4.3821,4.2871
4.3821,4.2871
5.4468,5.4032
3.4848,3.044
3.4848,3.044
6.0979,8.0795
3.0682,5.1311
3.0682,5.1311
9.1595,3.3326
3.1357,3.1322
3.1357,3.1322
24.0605,24.2929
3.0975,3.2433
3.0975,3.2433
9.8693,8.5833
6.2913,6.2725
6.2913,6.2725
6.2913,6.2725
4.4443,3.9939
4.4443,3.9939
3.4466,4.256
5.1161,4.0426
5.1161,4.0426
3.6694,6.0569
2.7921,3.5231
3.3039,3.6659
6.7557,4.8731
7.5683,7.5921
7.5683,7.5921
7.5683,7.5921
5.5339,5.2993
9.7489,10.4102
6.0675,6.2929
3.0109,2.9832
3.0109,2.9832
6.1495,6.2823
3.8408,3.8027
13.3843,13.8694
9.2269,9.2678
3.8221,3.792
3.8221,3.792
16.0899,15.8683
8.3758,8.6907
8.3758,8.6907
5.9986,5.8019
2.7804,2.7815
4.602,4.6415
4.8449,4.8059
3.7235,3.7544
3.7235,3.7544
9.4048,9.0674
6.264,6.3401
6.2991,6.357
6.4717,6.3839
6.1324,6.1512
6.1324,6.1512
6.1324,6.1512
11.6777,11.3546
11.6777,11.3546
11.6777,11.3546
7.7454,7.8024
7.7454,7.8024
7.7454,7.8024
3.4203,3.5113
3.4203,3.5113
6.5062,6.6276
6.0879,6.0247
6.0879,6.0247
6.0879,6.0247
6.6867,6.6863
6.6867,6.6863
6.6867,6.6863
7.8964,7.9042
7.8964,7.9042
7.8964,7.9042
7.6774,7.6942
7.6774,7.6942
7.6774,7.6942
3.6194,3.588
3.6194,3.588
8.3369,7.8385
4.0555,3.9922
4.0555,3.9922
6.5281,6.9097
6.1952,5.266
7.9828,9.2643
5.1989,5.3992
6.1694,6.1872
6.1694,6.1872
6.1694,6.1872
5.8291,5.7955
5.8291,5.7955
5.8291,5.7955
4.9512,8.2318
9.0096,11.5198
16.0092,8.1006
10.1987,10.2223
10.1987,10.2223
10.1987,10.2223
5.9286,6.1838
8.193,8.035
3.5699,3.4371
9.7006,9.8814
9.7006,9.8814
4.5101,4.5751
3.9166,3.9152
3.9166,3.9152
3.9045,3.9379
9.3802,8.9996
3.1329,3.143
6.6584,7.3885
3.944,4.0317
3.944,4.0317
6.5507,6.4289
8.1272,8.0545
8.1272,8.0545
8.1272,8.0545
2.9751,3.0156
2.9751,3.0156
25.7923,26.0994
4.063,4.0151
4.063,4.0151
7.331,7.5775
8.4706,8.4804
8.4706,8.4804
8.4706,8.4804
4.4056,4.9645
4.4056,4.9645
6.1199,4.0975
7.0686,7.0439
7.0686,7.0439
7.0686,7.0439
5.9504,5.9598
5.9504,5.9598
5.9504,5.9598
7.5502,7.6068
7.5502,7.6068
7.5502,7.6068
3.2179,3.2495
3.2179,3.2495
32.225,31.7006
6.0626,6.0604
6.0626,6.0604
6.0626,6.0604
3.4781,3.3954
4.2526,4.6668
10.1622,9.8006
3.8343,4.1645
3.9606,4.3967
16.154,13.222
7.2443,7.268
7.2443,7.268
7.2443,7.268
8.0457,8.0124
8.0457,8.0124
8.0457,8.0124
4.3017,4.3247
4.3017,4.3247
8.4494,8.2272
2.726,2.6776
2.726,2.6776
12.91,13.0667
2.908,2.9255
3.7898,3.8223
5.9569,5.8385
2.7787,2.7747
2.7787,2.7747
28.2574,28.0247
9.0052,9.1778
9.0052,9.1778
9.0052,9.1778
9.234,9.1422
9.234,9.1422
9.234,9.1422
3.6116,3.5945
3.6116,3.5945
7.1347,7.2917
4.9673,5.866
6.4645,5.8951
8.5552,7.398
3.1629,3.9183
5.7573,4.2735
11.2674,10.988
3.2634,3.2977
5.4298,5.2944
9.5461,9.6105
2.928,2.9575
4.0649,3.1087
5.4879,6.7951
11.492,9.9421
2.9555,3.1602
4.3233,4.7271
8.2262,8.3835
8.2262,8.3835
8.2262,8.3835
7.1558,7.0644
7.1558,7.0644
7.1558,7.0644
3.9535,3.9412
3.9535,3.9412
3.9496,3.9196
4.1421,4.3806
4.1421,4.3806
9.0006,7.8501
2.7088,2.7781
4.2137,4.1957
5.3753,5.2809
3.512,3.8575
3.512,3.8575
6.978,6.5784
10.5828,10.3682
3.1931,3.1401
5.5256,5.3396
3.3419,3.8061
3.3419,3.8061
7.521,5.6311
7.1658,7.2764
7.1658,7.2764
6.7247,6.5291
3.6499,5.1072
5.3318,5.202
10.3802,8.0464
6.4798,6.4937
6.4798,6.4937
6.4798,6.4937
4.5675,4.4644
4.5675,4.4644
4.5675,4.4644
7.8362,7.8876
7.8362,7.8876
7.8362,7.8876
8.0568,8.0902
8.0568,8.0902
8.0568,8.0902
3.1619,3.1865
4.4274,4.4443
9.2661,9.2477
4.2037,3.0046
12.6474,12.9902
2.9915,4.1119
11.0456,10.6432
2.9939,3.0776
4.7724,4.7891
2.6832,2.6945
3.7045,3.6939
8.0001,7.4461
4.4371,4.391
4.4371,4.391
6.6966,6.8228
6.5483,6.5022
6.5483,6.5022
6.5483,6.5022
5.8429,6.7654
5.8429,6.7654
7.1561,7.0594
3.9215,3.9536
4.889,4.8173
14.6219,15.753
4.4567,4.6383
4.6689,4.7755
7.4797,6.8233
3.4148,3.3643
3.4148,3.3643
7.637,7.7431
6.1924,6.1764
6.1924,6.1764
6.1924,6.1764
6.3268,6.27
6.3268,6.27
6.3268,6.27
6.9382,6.0532
6.9382,6.0532
7.1992,8.371
3.1288,3.4122
4.1294,3.6299
5.9445,5.9632
2.7569,2.7678
4.5115,4.5399
13.3444,13.0373
7.8954,7.9268
7.8954,7.9268
7.8954,7.9268
3.1651,3.3857
3.1651,3.3857
7.1204,6.3605
4.0172,4.0298
5.9873,5.3854
8.5116,9.1401
3.5329,3.7467
6.0642,5.7318
12.833,12.7731
3.7771,3.8639
3.7771,3.8639
21.731,22.0091
3.1906,3.2155
4.3321,4.3361
8.8423,8.7673
8.3287,8.395
8.3287,8.395
8.3287,8.395
2.9455,2.9984
2.9455,2.9984
7.5826,7.4787
10.3196,10.1971
10.3523,10.6165
10.4225,10.8317
3.0641,3.0904
4.3284,4.2891
4.3682,4.3766
3.1032,3.1039
3.1032,3.1039
6.9807,6.7692
3.663,3.6924
4.9579,4.7216
14.2292,14.9756
5.8885,5.8598
5.8885,5.8598
5.8885,5.8598
3.7349,6.6981
5.8048,8.2678
9.9951,4.0068
4.3848,4.3781
4.3848,4.3781
6.2763,6.2183
2.803,2.8065
2.803,2.8065
7.2275,7.1513
6.6143,6.6577
6.6143,6.6577
6.6143,6.6577
4.1556,4.2891
2.9824,2.9628
10.5123,10.3235
5.2313,5.3148
7.4623,7.1346
7.4288,7.6051
4.7125,6.7903
4.93,8.2548
8.9346,4.0087
3.4032,3.4023
3.7242,3.7755
6.7734,6.5326
6.8014,6.742
6.8014,6.742
6.8014,6.742
6.6646,6.8046
6.6646,6.8046
6.6646,6.8046
5.2441,5.1955
5.2441,5.1955
2.983,3.0826
4.884,9.6977
14.135,9.6503
4.8449,4.4102
8.2905,5.287
5.3785,8.4937
5.5195,5.3461
5.6892,5.6967
5.6892,5.6967
4.417,4.5493
6.177,6.1842
6.177,6.1842
6.177,6.1842
3.1876,3.2999
10.4664,10.9447
6.6722,5.4205
3.2327,3.3239
3.5255,3.5771
6.6638,6.4842
4.0185,3.1753
4.0185,3.1753
4.5761,7.2025
2.9678,3.4822
2.9678,3.4822
30.3929,28.9129
6.4795,6.5254
6.4795,6.5254
6.4795,6.5254
3.4805,3.4787
3.604,4.8886
6.7846,5.0196
3.8831,3.4304
12.7255,13.6916
6.2675,7.1043
2.8053,2.8074
3.8051,3.8702
6.0504,6.0028
6.9967,6.9429
6.9967,6.9429
6.9967,6.9429
3.2521,3.2377
4.6726,4.4928
4.8966,5.0495
3.7371,3.819
3.7371,3.819
12.0714,11.2499
6.0215,6.0598
6.0215,6.0598
6.0215,6.0598
6.405,6.8021
7.7709,7.0636
3.8233,3.7137
9.9648,10.3085
7.5152,7.5247
5.7673,5.6474
3.8852,3.8736
3.8852,3.8736
7.8282,7.9485
3.7898,4.0562
5.4929,5.5567
6.0595,5.7827
16.4533,17.6403
6.7594,6.8169
7.7351,7.5384
4.1937,4.497
4.1937,4.497
10.1994,8.8498
3.2354,3.2412
5.0442,5.1222
5.8087,5.729
10.4846,10.3961
2.9012,2.9105
6.5735,6.834
3.7956,3.9754
3.7956,3.9754
7.9582,7.5019
7.4223,7.4017
7.4223,7.4017
7.4223,7.4017
8.3507,8.4556
8.3507,8.4556
8.3507,8.4556
8.0591,6.4209
3.6722,3.5649
5.3294,7.0183
3.115,3.2404
3.115,3.2404
8.8192,8.2418
4.9145,8.5427
14.2948,3.5875
5.769,12.2847
11.0486,10.8009
2.9936,2.9478
7.0902,7.4772
6.0404,6.0109
6.0404,6.0109
6.0404,6.0109
4.6333,7.9302
4.6333,7.9302
10.0485,4.0573
5.5771,5.0732
7.1064,7.5694
5.4284,5.8931
4.0565,4.0981
4.0565,4.0981
9.8463,9.638
7.436,7.5837
7.6457,7.2617
6.2477,6.6267
7.0291,6.9342
7.0291,6.9342
4.2488,4.2697
8.822,5.0829
2.5757,8.3521
4.7099,2.5485
6.1246,6.144
6.1246,6.144
6.1246,6.144
7.7568,7.8542
7.7568,7.8542
7.7568,7.8542
4.1143,4.1963
4.1143,4.1963
9.3775,9.1666
6.6249,6.6432
6.6249,6.6432
6.6249,6.6432
4.3888,3.9779
4.63,4.528
6.0608,6.3197
3.3433,3.2616
4.0687,4.1785
5.3606,6.1437
4.6777,5.1436
5.2336,5.0512
5.8845,5.5246
2.5314,2.5674
2.5314,2.5674
5.1522,5.0974
3.7446,2.9209
7.1933,8.9997
4.5074,4.4064
8.1122,8.7952
3.7509,3.5505
7.4534,7.0415
4.812,4.9114
6.0444,6.2771
5.2358,5.2576
2.7938,2.8373
2.7938,2.8373
7.5957,7.4757
6.0477,6.0968
6.0477,6.0968
6.0477,6.0968
4.036,4.0537
10.7425,9.9591
10.3609,10.0686
4.4491,4.4822
5.262,5.2924
11.6584,11.5166
4.4578,4.4426
4.4578,4.4426
3.1704,3.1786
7.0368,7.0272
7.0368,7.0272
7.0368,7.0272
4.2982,4.3951
4.2982,4.3951
3.7695,3.5753
7.1219,7.2127
7.1219,7.2127
7.1219,7.2127
11.9738,11.6575
3.4549,3.4428
4.9109,5.0053
4.5456,4.338
4.5456,4.338
4.1846,4.6512
3.3759,3.1099
6.763,6.6816
4.8322,4.912
8.524,8.6616
3.553,3.4033
5.8653,5.9816
10.1739,9.3441
2.6294,2.6345
5.3518,5.3078
4.277,4.2308
4.0324,4.1015
8.0592,9.2967
7.63,7.6175
7.63,7.6175
7.63,7.6175
3.9032,3.8788
3.9032,3.8788
8.5476,8.7361
4.5053,4.4567
4.5053,4.4567
5.5505,5.658
3.4731,3.3513
3.4731,3.3513
8.1594,8.4766
6.3008,6.3221
6.3008,6.3221
6.3008,6.3221
7.2011,7.2324
7.2011,7.2324
7.2011,7.2324
4.2827,4.1883
4.2827,4.1883
6.8069,6.8275
4.1884,4.1524
4.1884,4.1524
8.1818,8.1935
5.0311,5.1531
7.2281,6.8734
2.6517,2.6233
9.9918,10.1955
9.9918,10.1955
5.1405,5.1027
3.4699,3.5076
3.4699,3.5076
31.1723,30.6169
7.0616,7.1046
7.0616,7.1046
7.0616,7.1046
4.2518,4.3214
4.2518,4.3214
13.7563,18.717
7.0034,7.1569
7.432,7.4329
11.2454,9.171
8.0542,8.101
8.0542,8.101
8.0542,8.101
4.4427,4.5069
4.4427,4.5069
9.1945,9.4431
6.911,6.8402
6.911,6.8402
6.911,6.8402
7.2102,7.1962
7.2102,7.1962
7.2102,7.1962
3.2227,3.6325
3.6317,4.2241
6.2757,4.7873
3.3472,3.3453
3.4898,3.4782
6.6571,6.6672
4.2875,4.1072
5.1114,5.2476
10.9098,11.0417
5.8194,5.7792
6.7409,6.6414
2.8614,2.8306
26.4372,32.7535
8.0875,6.9831
13.1364,8.3251
5.5892,5.5733
5.5892,5.5733
5.5892,5.5733
5.5659,7.6888
9.1586,3.605
3.2967,6.7605
3.6095,3.9841
3.6095,3.9841
27.0777,23.3259
3.7025,3.822
5.0357,5.0258
9.1074,8.1807
3.1882,3.1914
3.1882,3.1914
12.7067,12.9711
2.7291,2.7264
3.8893,3.8931
5.4842,5.4743
4.2398,4.7395
4.9616,4.9608
12.2063,10.9896
7.7908,7.7498
7.7908,7.7498
7.7908,7.7498
9.3484,9.3223
9.3484,9.3223
9.3484,9.3223
4.3466,4.351
4.3466,4.351
5.7883,5.548
4.4338,4.2498
4.2769,4.3163
11.6797,12.1252
7.3982,7.3641
7.3982,7.3641
7.3982,7.3641
3.7237,3.6291
3.7237,3.6291
15.5582,14.1853
7.0827,7.1193
7.0827,7.1193
7.0827,7.1193
3.2914,3.0807
6.0963,5.8589
9.6942,10.6109
3.3991,3.3488
3.3991,3.3488
9.4768,9.4148
8.9042,8.8265
8.9042,8.8265
8.9042,8.8265
3.8175,3.7823
3.8175,3.7823
9.7126,10.7004
8.9979,7.8251
3.2636,6.712
5.6203,3.2103
3.027,3.0341
3.027,3.0341
8.0712,8.3701
7.0765,7.7372
13.9437,11.4097
7.0818,6.6908
6.6906,6.6021
6.6906,6.6021
6.6906,6.6021
3.4648,3.4776
3.4648,3.4776
28.9992,28.7252
7.5606,7.3785
7.5606,7.3785
7.5606,7.3785
6.7098,6.6625
6.7098,6.6625
6.7098,6.6625
6.6367,6.6544
6.6367,6.6544
6.6367,6.6544
5.1055,5.2406
6.7836,5.3902
8.7693,8.9205
8.6872,8.6398
8.6872,8.6398
8.6872,8.6398
4.4296,4.2751
14.2929,12.4999
4.2714,4.3147
4.8888,4.9364
4.8888,4.9364
4.8888,4.9364
9.7276,9.1215
2.9131,2.8554
4.3632,4.6472
2.8745,2.8667
2.8745,2.8667
25.6655,25.7182
7.0688,7.0927
4.7232,4.5938
8.6592,8.4682
3.9516,4.0316
3.9516,4.0316
5.8143,5.9176
4.6826,4.6989
4.6826,4.6989
10.1743,10.0192
6.3597,6.365
6.3597,6.365
6.3597,6.365
3.7857,3.7449
3.7857,3.7449
6.5223,6.4649
6.5803,6.6155
6.5803,6.6155
6.5803,6.6155
4.7683,4.8577
2.931,2.9026
14.8465,14.7079
8.0032,7.976
8.0032,7.976
8.0032,7.976
6.9346,6.9206
6.9346,6.9206
6.9346,6.9206
7.1994,7.2396
7.1994,7.2396
7.1994,7.2396
3.3859,3.5715
4.4777,3.8881
6.4986,6.8304
6.6131,6.9422
6.6131,6.9422
6.6131,6.9422
6.3428,6.4482
9.1819,8.769
3.3027,3.3317
9.1477,8.9407
3.1123,2.9449
5.3128,5.277
6.5232,5.9143
7.3639,8.025
6.5909,7.1465
2.859,2.8346
4.6645,4.5983
8.9925,9.2476
6.2223,6.2486
6.2223,6.2486
6.2223,6.2486
6.8326,6.8328
6.8326,6.8328
6.8326,6.8328
4.7139,4.647
4.7139,4.647
10.4188,10.1009
2.9467,2.9329
2.9467,2.9329
26.6737,26.5319
4.2712,4.2834
4.2712,4.2834
10.4138,10.2802
7.4502,7.4599
7.4502,7.4599
7.4502,7.4599
2.5843,3.0873
2.5843,3.0873
8.7327,7.02
16.9475,16.7741
3.7361,3.6862
8.0336,7.8524
2.976,2.9923
4.1477,4.0782
9.1266,9.3311
4.0421,4.0323
2.9697,2.9646
11.1704,10.8929
3.403,4.305
3.403,4.305
7.0952,4.3139
3.098,3.3489
4.8565,4.8664
10.4309,9.7505
5.1524,5.0643
5.1524,5.0643
7.803,10.7896
2.7802,2.7936
2.7802,2.7936
6.2223,6.1806
4.4446,4.2399
4.4446,4.2399
9.1134,9.0127
7.8029,7.6855
7.8029,7.6855
7.8029,7.6855
4.2125,4.2774
4.2125,4.2774
46.8024,48.8531
7.0147,7.0726
7.0147,7.0726
7.0147,7.0726
4.8342,4.8711
4.8342,4.8711
10.3073,9.8965
11.6061,11.4066
5.6476,3.374
5.8435,6.9102
7.9179,5.5654
7.5135,9.858
4.4555,4.5128
3.0316,3.0596
5.1883,5.3167
8.6199,8.1833
6.2034,6.2144
6.2034,6.2144
6.2034,6.2144
3.2426,5.8656
4.6299,6.568
8.7055,3.2488
2.9658,3.0071
4.2202,4.1927
8.3047,8.3092
2.5444,4.041
2.5444,4.041
50.3964,19.0742
5.3303,5.3708
5.3303,5.3708
6.292,6.2039
3.9964,3.8629
3.9964,3.8629
3.6389,3.7492
6.7339,6.6777
6.7339,6.6777
6.7339,6.6777
9.8778,10.0135
9.8778,10.0135
2.9252,3.0528
4.0973,3.7744
5.0762,5.5568
5.4989,5.98
10.3384,6.0094
3.115,9.4765
5.1235,3.1177
4.2047,4.1416
4.2047,4.1416
9.2461,9.1887
6.2343,6.2787
6.2343,6.2787
6.2343,6.2787
14.2069,14.3989
4.2824,4.1696
14.945,19.4548
3.0629,3.2215
3.0629,3.2215
28.1651,25.2457
14.0558,10.5858
2.9413,3.5836
4.1605,4.06
8.4347,8.3763
8.4347,8.3763
5.4109,5.5937
4.8487,4.6917
4.8487,4.6917
3.4545,3.2281
3.6295,3.7713
4.8976,4.7369
7.31,7.2124
8.9127,8.7044
9.8152,9.7243
6.5541,6.6941
9.471,9.2974
2.8299,2.837
4.904,4.9392
2.8424,2.9489
6.3354,6.3421
11.2875,12.2874
3.7046,3.3505
5.3922,5.4665
4.9893,5.0761
9.2886,10.3758
9.2886,10.3758
3.1961,3.1348
5.5842,5.629
5.5842,5.629
9.4346,9.8315
8.5756,8.9257
3.6632,3.6345
6.6386,6.6573
3.1181,3.0769
3.7355,3.8046
9.0795,8.3404
3.1261,2.6972
4.6107,2.9686
3.9965,7.2165
4.0392,3.9078
4.0392,3.9078
8.2913,8.8094
4.1317,4.1474
4.1317,4.1474
8.2046,8.2042
4.2484,4.196
14.5037,14.8569
11.1522,11.1676
3.2636,2.9832
4.3881,4.6466
4.8561,4.9385
3.9946,3.8723
3.9946,3.8723
9.725,10.1503
3.0992,3.1072
3.3143,3.2034
4.7776,4.8207
3.1361,3.1681
3.1361,3.1681
15.3353,15.4979
7.7996,6.7869
3.9569,4.3146
10.7615,10.9571
3.5203,3.4412
5.9748,5.6888
6.5686,7.0327
4.1918,11.7747
13.8205,17.8093
31.541,8.2245
7.2064,6.4544
7.2064,6.4544
3.2873,4.1901
5.6142,14.458
3.9574,5.465
22.2658,5.54
3.5147,3.5149
17.3966,14.0392
5.8775,6.9255
6.5427,7.4903
8.5702,10.4963
15.0315,13.7222
9.295,9.2907
2.9571,2.8703
4.828,4.9418
5.1094,4.8259
5.1094,4.8259
3.377,3.6573
4.5438,4.5835
4.5438,4.5835
14.2836,14.7268
